ALP-01,Argolinha Lisa Prata,Brincos,,,sim
ALP-01-P,Argolinha Lisa Prata (P),Brincos,"39,90",,sim
ALP-01-M,Argolinha Lisa Prata (M),Brincos,"45,90",,sim
ALP-01-G,Argolinha Lisa Prata (G),Brincos,"49,90",,sim
