AOF-01-P,Argolinha em V Dourada (P),Trios de brincos,"49,90",,sim
AOF-01-M,Argolinha em V Dourada (M),Trios de brincos,"55,90",,sim
AOF-01-G,Argolinha em V Dourada (G),Trios de brincos,"59,90",,sim
